Roche CV	GO term name	GO term ID	
hepatic stellate cell	hepatic stellate cell activation	GO:0035733
hepatic stellate cell	negative regulation of hepatic stellate cell activation	GO:2000490
hepatic stellate cell	positive regulation of hepatic stellate cell activation	GO:2000491
hepatic stellate cell	regulation of hepatic stellate cell activation	GO:2000489
heavy metal	cadmium ion homeostasis	GO:0055073
heavy metal	cadmium ion import into vacuole	GO:0036249
heavy metal	cadmium ion transmembrane transport	GO:0070574
heavy metal	cadmium ion transport	GO:0015691
heavy metal	cadmium sensitivity/resistance	GO:0019830
heart stress	cardiac muscle atrophy	GO:0014899
heart stress	cardiac muscle cell apoptotic process	GO:0010659
heart stress	cardiac muscle hypertrophy	GO:0003300
heart stress	cardiac muscle hypertrophy in response to stress	GO:0014898
heart function	AV node cell action potential	GO:0086016
heart function	AV node cell to bundle of His cell communication	GO:0086067
heart function	AV node cell to bundle of His cell communication by electrical coupling	GO:0086053
heart function	AV node cell to bundle of His cell signaling	GO:0086027
heart function	AV node cell-bundle of His cell adhesion involved in cell communication	GO:0086072
heart function	Purkinje myocyte to ventricular cardiac muscle cell communication	GO:0086068
heart function	Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling	GO:0086055
heart function	Purkinje myocyte to ventricular cardiac muscle cell signaling	GO:0086029
heart function	SA node cell action potential	GO:0086015
heart function	adrenergic receptor signaling pathway	GO:0071875
heart function	adrenergic receptor signaling pathway involved in cardiac muscle relaxation	GO:0086030
heart function	adrenergic receptor signaling pathway involved in heart process	GO:0086023
heart function	adrenergic receptor signaling pathway involved in positive regulation of heart rate	GO:0086024
heart function	atrial cardiac muscle cell action potential	GO:0086014
heart function	bundle of His cell action potential	GO:0086043
heart function	bundle of His cell to Purkinje myocyte communication	GO:0086069
heart function	bundle of His cell to Purkinje myocyte communication by electrical coupling	GO:0086054
heart function	bundle of His cell to Purkinje myocyte signaling	GO:0086028
heart function	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	GO:0086073
heart function	bundle of His development	GO:0003166
heart function	cardiac conduction	GO:0061337
heart function	cardiac muscle adaptation	GO:0014887
heart function	cardiac muscle cell action potential	GO:0086001
heart function	cardiac muscle cell action potential involved in contraction	GO:0086002
heart function	cardiac muscle cell contraction	GO:0086003
heart function	cardiac muscle contraction	GO:0060048
heart function	cell communication by electrical coupling involved in cardiac conduction	GO:0086064
heart function	cell communication involved in cardiac conduction	GO:0086065
heart function	membrane depolarization during AV node cell action potential	GO:0086045
heart function	membrane depolarization during SA node cell action potential	GO:0086046
heart function	membrane depolarization during bundle of His cell action potential	GO:0086048
heart function	membrane depolarization during cardiac muscle cell action potential	GO:0086012
heart function	membrane repolarization during AV node cell action potential	GO:0086049
heart function	membrane repolarization during SA node cell action potential	GO:0086052
heart function	membrane repolarization during bundle of His cell action potential	GO:0086050
heart function	membrane repolarization during cardiac muscle cell action potential	GO:0086013
heart function	negative regulation of cardiac muscle contraction	GO:0055118
heart function	negative regulation of heart contraction	GO:0045822
heart function	negative regulation of heart rate	GO:0010459
heart function	negative regulation of heart rate in other organism	GO:0044555
heart function	positive regulation of cardiac muscle contraction	GO:0060452
heart function	positive regulation of membrane depolarization during cardiac muscle cell action potential	GO:1900827
heart function	regulation of atrial cardiac muscle cell membrane depolarization	GO:0060371
heart function	regulation of atrial cardiac muscle cell membrane repolarization	GO:0060372
heart function	regulation of cardiac muscle adaptation	GO:0010612
heart function	regulation of cardiac muscle cell contraction	GO:0086004
heart function	regulation of cardiac muscle cell membrane potential	GO:0086036
heart function	regulation of cardiac muscle contraction	GO:0055117
heart function	regulation of cardiac muscle contraction by calcium ion signaling	GO:0010882
heart function	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	GO:0010881
heart function	regulation of endocardial cushion to mesenchymal transition involved in heart valve formation	GO:2000800
heart function	regulation of heart contraction	GO:0008016
heart function	regulation of heart contraction involved in acute-phase response	GO:0002531
heart function	regulation of heart rate	GO:0002027
heart function	regulation of heart rate by cardiac conduction	GO:0086091
heart function	regulation of heart rate by chemical signal	GO:0003062
heart function	regulation of heart rate by hormone	GO:0003064
heart function	regulation of membrane depolarization during cardiac muscle cell action potential	GO:1900825
heart function	regulation of the force of heart contraction by cardiac conduction	GO:0086092
heart function	relaxation of cardiac muscle	GO:0055119
heart function	ventricular cardiac muscle cell action potential	GO:0086005
heart development	Purkinje myocyte development	GO:0003165
heart development	Purkinje myocyte differentiation	GO:0003168
heart development	adult heart development	GO:0007512
heart development	atrial cardiac muscle cell development	GO:0055014
heart development	atrial cardiac muscle cell differentiation	GO:0055011
heart development	atrial cardiac muscle cell fate commitment	GO:0060924
heart development	atrial cardiac muscle cell to AV node cell communication	GO:0086066
heart development	atrial cardiac muscle cell to AV node cell communication by electrical coupling	GO:0086044
heart development	atrial cardiac muscle cell to AV node cell signaling	GO:0086026
heart development	atrial cardiac muscle cell-AV node cell adhesion involved in cell communication	GO:0086071
heart development	atrial cardiac muscle tissue development	GO:0003228
heart development	atrial cardiac muscle tissue morphogenesis	GO:0055009
heart development	atrial cardiac myofibril assembly	GO:0055004
heart development	atrial septum development	GO:0003283
heart development	atrial septum intermedium development	GO:0003286
heart development	atrial septum intermedium morphogenesis	GO:0003291
heart development	atrial septum morphogenesis	GO:0060413
heart development	atrial septum primum morphogenesis	GO:0003289
heart development	atrial septum secundum morphogenesis	GO:0003290
heart development	atrial ventricular junction remodeling	GO:0003294
heart development	atrioventricular bundle cell differentiation	GO:0003167
heart development	atrioventricular canal development	GO:0036302
heart development	atrioventricular node cell development	GO:0060928
heart development	atrioventricular node cell differentiation	GO:0060922
heart development	atrioventricular node cell fate commitment	GO:0060929
heart development	atrioventricular node development	GO:0003162
heart development	atrioventricular node impulse conduction delay	GO:0061338
heart development	atrioventricular valve development	GO:0003171
heart development	atrioventricular valve formation	GO:0003190
heart development	atrioventricular valve morphogenesis	GO:0003181
heart development	cardiac atrium development	GO:0003230
heart development	cardiac atrium formation	GO:0003210
heart development	cardiac atrium morphogenesis	GO:0003209
heart development	cardiac cell development	GO:0055006
heart development	cardiac cell fate commitment	GO:0060911
heart development	cardiac cell fate determination	GO:0060913
heart development	cardiac cell fate specification	GO:0060912
heart development	cardiac chamber ballooning	GO:0003242
heart development	cardiac chamber development	GO:0003205
heart development	cardiac chamber formation	GO:0003207
heart development	cardiac chamber morphogenesis	GO:0003206
heart development	cardiac conduction system development	GO:0003161
heart development	cardiac left atrium formation	GO:0003216
heart development	cardiac left atrium morphogenesis	GO:0003212
heart development	cardiac left ventricle formation	GO:0003218
heart development	cardiac left ventricle morphogenesis	GO:0003214
heart development	cardiac muscle cell development	GO:0055013
heart development	cardiac muscle cell differentiation	GO:0055007
heart development	cardiac muscle cell fate commitment	GO:0060923
heart development	cardiac muscle cell fate determination	GO:0061442
heart development	cardiac muscle cell myoblast differentiation	GO:0060379
heart development	cardiac muscle cell proliferation	GO:0060038
heart development	cardiac muscle cell-cardiac muscle cell adhesion	GO:0086042
heart development	cardiac muscle fiber development	GO:0048739
heart development	cardiac muscle myosin thick filament assembly	GO:0071690
heart development	cardiac muscle progenitor cell migration to the midline involved in heart field formation	GO:0003261
heart development	cardiac muscle thin filament assembly	GO:0071691
heart development	cardiac muscle tissue development	GO:0048738
heart development	cardiac muscle tissue growth	GO:0055017
heart development	cardiac muscle tissue growth involved in heart morphogenesis	GO:0003245
heart development	cardiac muscle tissue morphogenesis	GO:0055008
heart development	cardiac muscle tissue regeneration	GO:0061026
heart development	cardiac myofibril assembly	GO:0055003
heart development	cardiac neural crest cell delamination	GO:0036036
heart development	cardiac neural crest cell delamination involved in outflow tract morphogenesis	GO:1900728
heart development	cardiac neural crest cell development involved in heart development	GO:0061308
